Processed_Text,Word_Count,Lexical_Diversity,Score
قاعد اساس لعب يلمس لاعب عداحارس مرمىالكر يدهم او ذراعهم اثناء لعب، اذا انو ينفذ رم تماس ان لاعب يستخدم عاد اقدامهم تحري كره، انه امكانهم استخدام اي جزء اخر جسدهم سيم راس لضرب راسيهم عدا يدهم او ذراعهماثناء لعب، يمك لاعب ان يركلو كره اي اتجا يتحركو حر داخل ملعب دام ان كره تلعب لاعب يقف يحال تسلل,70,0.8571428571428571,10.0
مبارا تقليديه، يحاول لاعب ان يجدو رص مناسب احراز هدف عبر تحكم فرد الكره، مثل محاور المناور المراوغ الكره، او تمرير كره زملاء فريق التسديد اتجا مرمى، الذ يحرس حارس منع دخول كره يه يحاول لاعب فريق منافس تحكم الكر عبر حصول علي عبر قطع خصم، اعتبار ان احتكا جسد خصوم محدود ره قدم عبه سلس تتوقف اذا خرج كره خارج ملعب او اوقفالحكماللعب سبب انتها احد قوان يستمر لعب اعاد خاص,80,0.8375,10.0
مستوي محترف لعبه، تحرز اهداف قليل مباري مثل موسممنالدور انجليز ممتازك معدل تسجيل مبارا واحد اهداف مبارا واحدهلم تخصص قوان لعب مواضع لاعب لحارس،وف ظل تطور قواعد عبه ره قدم اصبح فريق يقسم هذه مواضع تصنيف اساسيهالمهاجمونالذ تتمثل مهمتهم اساس تسجيل اهداف،والمدافعونالمتخصص اعاق تقدم خصوم احراز هدف،ولاعبو وسطالذ يحافظ كره يمررون زملايهم مهاجم هذه مواضع تقسم اصناف رع حسب موضعهم ملعب يقض اكبر قت لعب يه مثل قلب دفاع لاعب وسط يم اليسار يمك لاعب ان يتحركو مواضعهم قليل يمك تبديل مواقعهم اي قتتسمى خطه ضع لاعب تشكيل او تقسيم عاد مدرب يقوم وضع تشكيل التكتيك,118,0.8389830508474576,10.0
يقر قسم يوم افتتاح اشهر رياضي بلد مضيف لاولمبياد، قد ضعهبيير دي وبرتانموسس العاب اولمب حديث نص قسم,22,0.9545454545454546,10.0
اعتمد لجن اولمب دوليهنشيدهاف جلست رقم مدينهطوكيوعامم، اودع لجن موسيقى نشيد مقر رييس لجن اولمب دول كان اول نشيد قي دور اولمب اولى دورهاثيناعام م، اقتبس انشود رياضيهاغريقيهقديمه، دشن العاب اولمب اولى عصر حديث كتب شاعر وستيس الاماس يا عبقر قدم ازلي، الد صحيح الجميل الخير، انزل هذه ارض تحت هذه سماء، شاهدت مجدك، انرن شعاع كان بار فرنس وبرت يفكر ان يرافق مسابق رياضيه، قاء مقاطع شعر رو توحيد طاق انس,83,0.8554216867469879,10.0
مكتوبباللغ لاتينيهعند مدخل ملاعب تجر يها مباري هو اي اسرع، اعلى، اقوىوتشير روح منافس تلهب متبار مشارك العاب اولمب,23,0.9565217391304348,10.0
هودستورعمل حرك اولمبيه، تنظيم دور اولمبيه، هو جامع لاحكام القوانين، تقر لجن اولمب دول في حال جود نزاع، او خلاف تفسير او تطبيق هذه قرارات، يتم فصل يها طريق مكتب تنفيذ لجن اولمب دول في حال طريق تحكيم امامهي تحكيم رياض انشي عامم، تتشكل محكم عشرينقاضيا، تعد هي علي مستقل لجن اولمب دول,61,0.7868852459016393,10.0
يوجد العاب اولمب عديد مراسم توكد معظم صداق عالم التعا سلم يحفل افتتاحيتم استعراض دول مشارك تدخل فرق دول استاد رييس جزء منالموكب يدخل دايم فريق يونان اول احياء اصل تاريخ لالعاب حديث فريق دول مضيف دايم اخر فرق داخل تطور حفل افتتاح عبر سنو يحتو اعمال نيه موسيقى خطاب مهرج يعبر تبادلالشعل اولمبيهع انتقال مباد اولمب يون قديم عالم حديث تقدم شعل اولمب حفل افتتاح منذ سنه العاب اولمب يبرل تبادل يتم اشعال مشعل ياولمبيا،اليونانوتحمل عدد اسابيع او شهور مدين مستضيف عبر سلسل عداي بعد ان يشعل اخر عداي شعل اولمب استاد رييس يقوم رييس بلد مضيف اعل دء العاب اولمب يطلق سرب حمام تمثيل امل يالسلام عالم هنا عنصر هام ظهر عابانتويرب،بلجيكاسن هما,135,0.7851851851851852,10.0
يوكد قسم تزام رياضي مباديالروح رياضيهف منافس تعد ميدالي عناصر هام العاب توزع ميدالي اصحاب مراكز ثلاث اولى عقب انتهاء منافس عبه تقام مراسم تتويج يصعد اصحاب هذه مراكز منص يتقلدو ميدالياتالذهبيهوالفضيهوالبرونزيهوترفعالاعلام وطنيهللمتسابق ثلاث ينم يعزفالنشيد وطنيللمتسابق فايز,46,0.8695652173913043,10.0
ضمت هذه العاب مسابق يركوب دراجاتوالمبارز السيفوالجمبازوالرم البندقيهوالسباحهوالتنسوالعاب قوىورفع اثقالوالمصارعهوسيطر رياضي امريكي مسابق ينم نجح عداء يونان الفوز سباقالماراث,21,1.0,10.0
غالب انتقد لجن اولمب دول ان منظم ذات سلط استنساب متسلطه، كذل عدم جود مده زمن لبقاء مركز داخل لجن فتر رياس كل منافير روندجوخو انطونيو سامارانشمثير لجدل حارب روندج قوه اجل محافظ طابع مشارك هوا كان تسويق العاب اولمبيه، حتى عندم اصبح هذه مواقف تنظر يها ان تتعارض حقايق رياض حديثهكذل اتهم روندج العنصر سبب رفض استبعاد جنوب افريقب يحكم نظام فصل عنصر ان ذاك او اتهامهبمعادا ساميهام تره رياس سامارانش، اتهم لجن كل منالمحسوبيهوالفسادوكان علاق سامارانش معنظام رانكوف اسباني ايض مصدر لنقد,96,0.9479166666666666,10.0
من انتقاد تلك جهت لجن عام افيد ان عديد اعضاء لجن اولمب دول قد حصلو هداي اعضاء جنه عرضسول يكلاستضافهدور العاب اولمب شتو كان قد اجر اربع تحقيق مستقل خصوص قض لجن اولمب دوليه،واللجن اولمب امريكيه، اللجن منظم العاب سول يك ،ووزار عدل امريك انه شعور ان قبول هداي مثار شك ناح اخلاق نتيج ذلك، تم طرد عشر اعضاء لجن اولمب دول فرض عقوب عشر اخرينوقد تم اعتماد قواعد اكثر صرام لعطاء عروض استضاف مستقبليه، تم ضع حد اقصى عدد مدن يمك قبول عروض لاستضاف اعضاء لجن دول الاضاف ذلك، حدد اعمار قصوى من يشغل عضو لجن مده زمن تول هذه عضويه، اضيف خمس عشر رياضي اولمبي سابق لجن,131,0.7633587786259542,10.0
افيد عام ان لجن مسوول تقديم عرضناغانولاستضافهالعاب شتويهقد انفق حوال ملي دولار رامج ترف اعضاء لجن اولمب دول عددهم العديد افراد ها ارتباط الاعضاء ارقام دقيق غير معروف سبب قيام لجن منظم العاب ناغانو تلف سجل ماليه، ان طلب لجن اولمب دول عدم اعل نفق ترف,54,0.8703703703703703,10.0
كذل خيم جدل عرضتورينولاستضافهالالعاب اولمب شتو عام ان عضو لجن اولمب دول مار هودلر، مرتبط شكل ثيق عرضسيونالمنافس عرض تورينو، زعم تقديم رشو مسوول لجن اولمب دول اعضاء لجن منظم تورينو ادت هذه اتهام تحقيق اسع نطاق، ايض ادت سخط عديد اعضاء لجن اولمب دول اتهامات، مما قد ساهم خسار عرض سي مصلح عرض مقدم تورينو نيل شرف استضاف العابوف عام ثق مجموع باحث جامع اكسفورد تكاليف مرتفع تجاوز تكاليف لالعاب نسب عال انتقدتو لجن اولمب دول عدم تحمل مسوول اف لسيطر تكاليف متزايدهبدور انتقد لجن اولمب دول دراسه، مما ادى الباحث الرد انتقاد نقط نقطه، رسال مفتوح رييس لجن اولمب دوليهتوماس اخ,122,0.7377049180327869,10.0
هو علمابيضمتموج دلال خفقان هواء الاعال فيه خمس دواير مترابط تمثل قار عالم خمس اوروباواسياوافريقياواوقيانوسياوامريك اطار اهداف العاب اولمب نبيل تدعو توحد عالم تناس ضغا الاحقاد، هذا علم قد اختير كره فرنسيبيير دي وبرتانف عاموهو موسس العاب اولمب حديث بقي حال يومن هذا،,51,0.9019607843137255,10.0
فقا لميثاق اولمب تسمح لجن اولمب دول تشكيلاللج اولمب وطن تقوم تمثيل دول حرك اولمب سابق سمحللمستعمراتوالتبعياتبتشكيل جان طن اولمب تمثل العاب اولمبيه، من امثل اقاليم مثلبورتوريكووبرموداوهونغ ونغ، ان تنافس وفود مستقل رغم ون جزء سيادي دول اخرىام نسخ حال ميثاق اولمب هي تسمح انشاء جان طن تمثيل دول موهل ان مستقل معترف يها مجتمع دوليوبالتالي، تسمح لجن اولمب دول تشكيل لج اولمب وطنيهلسان مارتنوكوراساوعندم اكتسبو نفس وضع دستور مثلاروباف عام رغم ان لجن اولمب دول قد اعترف اللجن اولمب اروب عام منذ عام دى رياضي منجزر انتيل هولنديهالسابق خيار تمثيلهولندااواروب,114,0.7368421052631579,10.0
يالعاب مونتريال العاب موسكو تكبد بلد مضيف نفق تجاوز شكل بير ايرادات، محاول منهم تقديم افضل نسخ اولمبيه، ان دور وس انجلوس خضع رقاب صارم صعيد نفقات، مما ساعد حد نفق مساهم شرك راع دفع نفقات، مما جعل تلك دور انجح دور صعيد ايراد مال استخدم لجن اولمب منظم قياد يتر اوبيروث ارباح منح موسس ذلك لترويج لرياض جنوب اليفورنيا، لتثقيف مدرب انشاء مكتب رياض,79,0.8860759493670886,10.0
تضم حرك اولمب عدد بير منظم الاتحاد رياض وطن الدوليه، الشركاء اعلامي معترف هم، كذل رياضي المسوول القضا كل شخص اخر موسس توافق التزام قواعد ميثاق اولمب صفت منظم جامع لحرك اولمبيه، اناللجن اولمب دول مسوول اختيار مدين مضيفه، الاشراف تخطيط العاب اولمبيه، تحديث اعتماد رنامج العاب اولمبيه، التفاوض شان حقوق رعا البث,57,0.9122807017543859,10.0
تم استضاف العاب اولمب اولى اقيم رعا لجن اولمب دول ملعب اناثينايكو ياثيناعام جمع العاب دول رياضي شاركو حدثاك زاب ابن عمه ونستانتينوس زاب قد تبرعو وديع لحكوم يونان تمويل العاب اولمب مستقبل تم استخدام هذه وديع لمساعد تمويل عاب ذلك ساهم رجل اعمال جورج افيروف تجديد ملعب استعداد لالعابوايض قدم حكوم يونان تمويلا، الذ متوقع استرداد يع تذاكر من يع اول مجموع طوابع تذكار اولمب,77,0.8441558441558441,10.0
مسوول يوناني الجمهور متحمس تجرب استضاف العاب اولمب اولى شار شعور عديد رياضيين، حتى انهم طالبو ان اثين مدين مضيف لاولمبياد شكل دايم تعتزم لجن اولمب دول نقل العاب لاحق مدن مضيف مختلف عالم اقيم دورهالاولمب ثانيهف اريس,45,0.9555555555555556,10.0
تم انشاء العاب اولمب شتو تتضم رياض ثلج الجليد مستحيل ناح لوجست عقد العاب صيف العاب شتو رياض تزلج جليد ضمن رنامج دوراتوالصيفيه، كذل هوك جليد دور اراد لجن اولمب دول توسيع قايم رياض هذه تشمل انشط رياض شتو اخرى في موتمر اولمب عام يلوزان، تقرر عقد نسخ شتو العاب اولمب في عامعقد اول عاب اولمب شتو مدينهشاموني، رنسا، الت استمر مده يومعلى رغم انه مقرر ان تستضيف نفس دول لا العاب شتو الصيف عام معين، تم تخل هذه فكر سرع اكتف لجن اولمب دول ان يتم احتفال الالعاب شتو اربع سنو نفس عام تقام نظيرت صيفيهتم حفاظ تقليد حتىالعاب يالبرتفيل، رنس بدء مندورهالالعاب اولمب عام، تقام العاب اولمب شتو اربع سنوات، ذلك عام دور عاب اولمب صيف,148,0.7027027027027027,10.0
العاب برالمبيهه حدث رياض خاص الرياضي ذوي احتياج خاص عام بالتزام انعقاداولمبياد ندن نظم طبيب بريطان ودفيج جوتم مجموع انشط رياض عده مستشفيات، شار هذا حدث جرحىالحرب عالم ثانيهم جنود سبيل تعزيز اعاد تاهيلهم صحي نفسي استخدام رياض وسيل لشفاءاصبح حدث رياض يعرف اسم عاب ستو ماندفيل، كان يقام سنوي مدى اثن عشر سنه تال,64,0.953125,10.0
عام حضر رياض روم لتنافس العاب اولمب موازيه، اقيم التواز معالالعاب اولمب صيفيه، الت اصبح تعرف اسم اولالعاب ارالمب منذ حين تقام العاب برالمب عام اولمبي، بدء مندور العاب اولمب صيف يسول، اصبح مدين مضيف لالعاب اولمب تستضيف ايض العاب بارالمبيهاوقعتاللجن اولمب دوليهواللجن بارالمب دول اتفاق عام تضم ان مدن مضيف سيتم تعاقد مع ادار العاب اولمب الالعاب بارالمبيهدخل اتفاق حيز تنفيذ يدور العاب صيف عام كين، فيدور العاب شتو عام يفانكوفر,84,0.7380952380952381,10.0
عام ضع رييس لجن اولمب دول ان ذاكجا روجمخطط انشاء دور عاب خاص الرياضي تتراوح اعمارهم سنه، تمت موافق اقتراح اجتماع دور لجن اولمب دول عام اقيمتالالعاب اولمب صيف اولى لشبابف سنغافور فتر اغسطس حين اقيمتالالعاب اولمب شتو اولى لشبابفيانسبروكالنمساو فتر يناير هذه العاب اقصر العاب اولمب اساس تستمر نسخ صيف اثن عشر يوما، ينم تستمر نسخ شتو تسع ايام تسمح لجن اولمب دول رياض مسوول المشارك العاب اولمب صيف لشباب، رياضي مسوول العاب اولمب شتو لشباب تتزام هذه دور دور اولمب لكبار شكل عكس ناح فصول، تزام العاب صيف لشباب نفس سنه العاب شتو لكبار الالعاب شتو لشباب نفس سنه العاب صيف لكبار,128,0.59375,10.0
اقيمنهاي اس عالم علىالملعب اولمبيبمدينهميونخعاصمهالماني غربيه، امام يقارب متفرجب ريق يتميز طريق عب ريد عرف اسمالكر شاملهواستطاعمنتخب ماني غربيهالتغلب منافسهالمنتخب هولنديبنتيج انتهى لقاء فوزمنتخب ماني غربيهبلقب اس عالم لمر ثان تاريخهم عدكاس عالم,37,0.8918918918918919,10.0
اقيم طولهكاس عالم يالارجنتين، يلق اختيارالارجنتينلاستضاف اس عالم قبولا، كان اعتراض عديد سبب حدوثانقلاب عسكريف بلادف هذه بطوله، ظهر اول رعا كاس عالم رعايهكوك ولا ايضا، اقرالاتحاد دول كره قدملاول مره نظامركل ترجيحف حال انتهاء وقت اصل الاضاف تعادل فريقين،لم تنتهى مشاكل تحكيم تلك بطوله، في مباراهمنتخب برازيلمعمنتخب سويدح نتيج تشير لتعادل هدف مثله، تحصلالمنتخب برازيليلركل حره اخر توقيت، نفذهازيكولتدخل شبا حارس سويديرون هيلستروم، ان حكم ويلزيكلايف توماساطلق صافرت ينم كره هواء دخول لمرمى، رافض احتساب هدف موكد ان قان قان,93,0.9032258064516129,10.0
اقيم نهاي اس عالم علىملعب انتونيو يسبوكيو يبرتيبمدينهبوينس ايرسو امام متفرج،ب صاحب ارض الجمهورالارجنتينو صيفالنسخ ماضيهمنتخب هولندا،و استطاعالارجنتينالفوز نتيج الاوق اضافيه، انتهاء وقت اصل التعادل فضل هدفيماريو يمبسو تفوز ارجنت لقب اس عالم لمر اولى تاريخ,39,0.9487179487179487,10.0
اقيم طولهكاس عالم فتر يونيووحتى يوليو، تم اختياراسبانيالاحتض بطول انسحابالمانياالت استضاف منافس طولهكاس عالم شهد بطول مشارك اول ريقعربياسيويوهومنتخب كويتوشهد مشاركهمنتخب جزايرلاول مره تاريخها،وعادتانجلترالبطول عالم غياب دام عام تحديد بطول حققو يكاس عالم,40,0.775,10.0
تميز هذه بطول العديد مباري مثير الممتعه، اعتبر بطول اكثر بطول اثار عدكاس عالم كان هذه بطول اولى تضم ريق دلا ريق بطول ماضيه، عدم اقرالاتحاد دول كره قدمزياد منتخب مشارك قبلكاس عالم شهد دور مجموع مفاجي عديده، اول وزالمنتخب جزايريعلىمنتخب ماني غربيهبنتيج توقيع منرابح ماجرولخضر لومي،وكان جزاير قريب تاهل لدور مقبل خاص وز علىالتشيليبنتيج ،في مقابل في قاء اخر نفس مجموع منتخبيالماني غربيهوالنمسا،عندم الم هدف تقدم ظل فريق يتناقل كره،واتفقو انهاء نتيج مبارا عل يتاهل منتخب دور ثان بطول حساب جزاير،ف مبارا عرف اسمفضيح خيخونبالالمان اجبر تلك احداثالاتحاد دول كره قدمعلى اقام اخر مباري مجموع نفس توقي منع تكرار تلاعب نتايج,127,0.8110236220472441,10.0
اقيمنهاي اس عالم ملعبسانتياغو يرنابيوبالعاصم اسبانيهمدريدبتاريخ يوليووبحضور متفرج، ينالمنتخب ايطاليوالمنتخب المان استطاعالمنتخب ايطاليالفوز المبارا نتيج بعد انتهاء شوط اول التعادل سلبي، سجل ايطالي اهداف متتال دقيقه، عبر منباولو روسيوماركو تارديليواليساندرو توبيليثم قلص ماني فارق قت موخر لقاء طريقبول رايتنر تفوزايطالياباللقب اول ها منذ عقود، الثالث تاريخ عاميو,56,0.9642857142857143,10.0
اقيم طولهكاس عالم يالمكسيكف فتر مايووحتى يونيو عاماختيرتكولومبيالاستضاف اس عالم، سلط كولومب اعلن نها مطاف ينوفمبرعامع عدم استطاعتهم تحمل نفق استضاف اس عالم سبب مخاوف اقتصاديهليتم اختيارالمكسيكيوممايولاستضاف كاس، عدم اقى ملف استحسان بير تغلب ملف منكنداوالولاي متحده،ظهر هذه بطول طريق تشجيع جديد المدرج عرف اسم امواج مكسيك الت اصبح طريق شهير عالم اجمع,62,0.8870967741935484,10.0
اقيمنهاي اس عالم عاصمهمكسيكو سيتيبتاريخ يونيو، ذلك علىملعب ازتيكاوحضر ملعب متفرج،بينالمنتخب المان غربيوالمنتخب ارجنتينيتقدم ارجنت اول هدف توقيعخوس ويس راونوخورخ الدانو،لك الم تقدمو عليهم هدف خلالرود ولروكارلهاينتس رومنيغهوبينم مبارا تلفظ انفاس متجه وقت اضاف اغتخورخ وروتشاغاالمنتخب المان تسجيل هدف ثالث منتخب لاد تفوزالارجنتينبلقب اس عالم لمر ثان تاريخ,56,0.875,10.0
اقيم طولهكاس عالم يانجلترا، الت استطاع خطف شرف تنظيم منافس اس عالم، تم اعلانانجلتراكمستضيف اغسطسم عامف عاصمهالايطاليهروم شهد هذه بطول مقاطع جميع منتخباتقار افريقياواسياللتصفي موهل يما عدامنتخب وري شمال سبب راو ظلم منالاتحاد دول كره قدمف توزيع مقاعد خصص مقعد احد قطلافريقياواسيامجتمعت اي نصف مقعد كل منهما، ينم اعطتاوروب مقاعدوامريك جنوب مقاعد,55,1.0,10.0
شهد طولهكاس عالم اعل اولتميم كاس عالم،والت اطلق عليهالاسد يليايض قبل بطول اشهر، تحديد مارس، سرقكاس جول ريميهم معرض عام قاعهمنستيرالمركزيه،ثم عثر عل اسبوع سرقت ملفوف يصحيفه،اسفل سياج حديق احد ضواح نوروود جنوبلندن، عثر عل لب مسمى بيكلز,48,0.9375,10.0
اقيمنهاي اس عالم علىملعب يمبليف عاصم انجليزيهلندن، بحضور متفرج،ف اكبر محفل رياض تاريخ ريطانيا، قاء جمع منتخبينالانجليزيوالالمان غربيبتاريخ يوليوعامواستطاع منتخب انجليز فوز منتخب ماني غرب نتيج وقت اضافي، انتهاء وقت اصل التعادل سجلجيوف هورستهدف فوز اشواط اضافيه، يذكر ان تقن حديث استخدم تاكيد صحه هدف،لك تحليل اظهر عدم صحه هدف، تتجاوز كره امل محيط,65,0.8923076923076924,10.0
استضافتالمكسيكبطولهكاس عالم نسخت تاسع منافس اس عالم فتر مايو يونيو،وفازتالمكسيكبشرف استضاف بطول عدم تغلب علىالارجنتينف تصوي اقيم عاصمهاليابانيهطوكيووتصبح ذلك اول طول تقام خارج قارتياوروباوامريك جنوبيه،والاولى تقام قارهامريك شمال,38,0.868421052631579,10.0
شهد بطول تغيير يبطاق تاهلنتج عن مشارك منتخب لالقارات، طال تغيير يشمل عضالقواعد القوان تم ايض سماحباجراء تبديلينلكل منتخب لمر اولى تاريخ بطوله،كم منح حكام حق رفعالبطاقت صفراء الحمراءبعد ان شفهيا، لم يتم استخدامالبطاق حمراءف تلك بطولهومع تقدم مجالالاتصال فضاييه، جذب اس عالم رقم قياس جديد جمهور متابع منافس بطولهفكان مره اولى يشاهد يها جمهور مباري هواء مباشره،وعبر شاش ملون طريقالبث تلفزيون مل,73,0.958904109589041,10.0
اقيمنهاي اس عالم علىملعب ازتيكا، امام متفرج، الت جمعتمنتخب برازيلومنتخب ايطالياواستطاع برازيل فوز اللقب تغلب منتخب ايطال نتيج بهذ فوز اصبحتالبرازيلاول لد يفوز الكاس ثلاث مر يمتلككاس جول ريميه،بعدم حصل بطولت عام,35,0.9428571428571428,10.0
اس عالم بطول عاشر تاريخ اس عالم، استضافتهاالماني غربيهف فتر يونيوالى يوليو،حيث ازت شرف استضاف بطوله، ان عقدتالماني غربيهاتفاق معاسبانيا، ان تساند استضاف منافساتكاس عالم مقابل، تقومالمانيابدعماسبانيالاستضاف منافساتكاس عالم,37,0.8108108108108109,10.0
شهد بطول تقديم اس جديد لبطوله، امتلاكمنتخب برازيل كره قدملكاس جول ريميهف عام، اختارالاتحاد دول كره قدمالفن ايطاليسيلفيو غازانيغالشرف صناع كاس جديده، الذ اطلق عليهكاس فيف دخل اعبمنتخب تشيليكارلوس ازاليالتاريخ عندم اصبح اول اعب يطرد البطاق حمراء مبارا منتخب لاد معمنتخب ماني غربيه، رغم اقرار بطاق حمراء يكاس عالم ان يكن حاج استخدام تلك نسخهف تلك بطول,66,0.9242424242424242,10.0
اقيمنهاي اس عالم علىملعب ماراكانا،وبحضور متفرج،ك لا زال رقم قياسي اكثر نهايي حضوراواستطاعمنتخب اوروغوايالتغلب صاحب ارض الجمهورمنتخب برازيل، يفوز اللقب ثان طول اس عالم,28,0.9285714285714286,10.0
اقيمتكاس عالم يسويسرا، كان اعل بلد مستضيف تم نفس يوم اعل يه اختيارالبرازيللاستضافهكاس عالم انتسويسراه دول وحيد اعلن استعداد احتضانالبطول شهد بطول اعلى معدل تسجيل لاهداف تاريخنهايي اس عالمعندم لغ معدل هدف كل مبارا,43,0.9069767441860465,10.0
